Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B,component_1,component_2,clusters_3_0,clusters_3_2,clusters_5_0,clusters_5_2,clusters_5_3,clusters_5_4,clusters_8_0,clusters_8_2,clusters_8_3,clusters_8_4,clusters_8_5,clusters_8_6,clusters_8_7
16221,23,3.0,69.37112564270639,47.01268351861924,1.0,3,3.0,1977,0.005767451,1,388,0,0,0,0,1,0,1,0,1,78.03075,9.597273,0,1,0,1,0,0,0,0,0,0,0,0,1
3744,62,3.0,83.3345401554866,55.869860985745994,0.0,6,0.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,16.197447,82.78999,1,0,0,0,1,0,0,0,0,1,0,0,0
12659,1,3.0,79.14588775543575,53.134320916442434,1.0,15,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,56.856556,35.16921,0,1,0,1,0,0,0,0,0,0,0,0,1
8211,48,3.0,98.29220513606735,65.12507947978708,1.0,11,1.0,2017,0.041124634,46,9515,5,1,10,0,1,0,1,0,1,-24.108551,-39.65112,1,0,1,0,0,0,0,0,1,0,0,0,0
7147,45,2.0,71.00263442408071,46.282109600099254,1.0,10,22.0,1977,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,-12.831311,9.122854,1,0,0,0,1,0,0,0,1,0,0,0,0
7338,23,1.0,44.864351039536245,28.160156096874616,1.0,10,25.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,0.8973426,37.743183,1,0,0,0,1,0,0,0,0,1,0,0,0
6466,52,1.0,41.64080813687673,26.141348829871166,1.0,15,17.0,1977,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,-29.338709,-9.509071,1,0,0,0,1,0,0,0,1,0,0,0,0
5782,27,2.0,58.35843641236407,37.35260577737447,10.0,4,17.0,2014,0.011654127,4,915,0,0,0,0,1,0,1,0,1,6.0101,70.11442,1,0,0,0,1,0,0,0,0,1,0,0,0
6526,27,1.0,40.20882930090527,25.35685782557965,0.0,9,17.0,1977,0.011654127,4,915,0,0,0,0,1,0,1,0,1,4.1929035,58.849335,1,0,0,0,1,0,0,0,0,1,0,0,0
6052,62,1.0,53.75248825796945,33.72652718251859,1.0,6,4.0,2014,0.072157581,2,629,1,0,0,0,1,0,1,1,0,5.166339,68.17036,1,0,0,0,1,0,0,0,0,1,0,0,0
15151,120,2.0,76.80188912871292,49.91400714092501,1.0,17,1.0,1977,0.341071945,27,5664,48,3,11,0,1,0,1,0,1,41.578438,-35.047188,0,1,0,0,0,1,0,0,0,0,1,0,0
1385,1,1.0,43.20107930599808,27.118499396758118,1.0,19,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,35.158127,79.90373,1,0,0,0,1,0,0,0,0,1,0,0,0
8352,23,2.0,65.87010890502282,43.18007831131613,0.0,3,3.0,2014,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,20.337635,53.470955,0,1,0,1,0,0,0,0,0,0,0,0,1
79,27,2.0,67.86461731226782,42.96909701554831,13.0,4,12.0,2017,0.072157581,2,629,1,0,0,0,1,0,1,1,0,41.32258,71.01675,1,0,0,0,1,0,0,0,0,1,0,0,0
4559,59,2.0,76.79291144844699,50.02069865253005,0.0,17,0.0,1977,0.019508796,37,7687,11,5,5,0,1,0,1,0,1,-43.56,-10.716425,1,0,0,0,1,0,0,0,0,0,0,1,0
2127,85,2.0,69.12203317157766,45.10434600596292,1.0,10,17.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,28.660439,81.76541,1,0,0,0,1,0,0,0,0,1,0,0,0
5919,23,2.0,48.765259389377356,32.355515267477784,1.0,4,12.0,1977,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,2.0203295,68.55568,1,0,0,0,1,0,0,0,0,1,0,0,0
7696,23,2.0,74.64631863190073,48.56403863890432,1.0,5,1.0,2015,0.014072961,2,475,0,0,0,0,1,0,1,0,1,13.891694,54.624218,1,0,0,1,0,0,0,0,0,1,0,0,0
12287,22,3.0,83.62629793628456,55.94026608465823,1.0,17,17.0,1977,0.118537385,30,6207,1,1,0,0,1,0,1,0,1,16.543398,-27.014114,0,1,0,0,0,1,0,0,0,0,1,0,0
7415,27,3.0,84.42690266015627,56.441660569966935,1.0,10,10.0,2017,0.017647053,2,469,0,0,0,0,1,0,1,0,1,10.298872,56.96383,1,0,0,1,0,0,0,0,0,1,0,0,0
14496,30,2.0,63.17771031072106,41.3815966735401,1.0,4,17.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,32.368793,-37.98597,0,1,0,0,0,1,0,0,0,0,1,0,0
3570,1,1.0,42.35619004623624,25.466231240274876,11.0,16,22.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,17.240404,85.154434,1,0,0,0,1,0,0,0,0,1,0,0,0
11016,23,1.0,30.91646494763471,19.42501757012013,1.0,3,17.0,1977,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,43.399662,41.84624,0,1,0,1,0,0,0,0,0,0,0,0,1
7751,27,2.0,64.43782442464634,41.49688420488284,7.0,8,0.0,1977,0.017647053,2,469,0,0,0,0,1,0,1,0,1,14.420789,54.411015,1,0,0,1,0,0,0,0,0,1,0,0,0
7913,45,3.0,83.57891990838368,56.022908621826815,0.0,7,1.0,2013,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,-4.5770974,5.8182125,1,0,0,0,1,0,0,0,1,0,0,0,0
11946,1,1.0,41.25108462322254,25.335706995479782,6.0,20,20.0,2015,0.007122317,1,264,0,0,1,0,1,0,1,0,1,50.47605,38.140762,0,1,0,1,0,0,0,0,0,0,0,0,1
15988,1,1.0,36.07386562951889,22.65494138061022,1.0,15,24.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,77.17511,11.762818,0,1,0,1,0,0,0,0,0,0,0,0,1
13937,30,2.0,64.76318145209842,42.37452921965144,1.0,9,17.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,27.656109,-36.13386,0,1,0,0,0,1,0,0,0,0,1,0,0
3466,27,1.0,35.56042426937481,22.33338861077309,1.0,15,17.0,2018,0.011654127,4,915,0,0,0,0,1,0,1,0,1,19.02196,82.22199,1,0,0,0,1,0,0,0,0,1,0,0,0
2799,62,2.0,73.64945413467937,47.93973260297477,1.0,3,9.0,2013,0.072157581,2,629,1,0,0,0,1,0,1,1,0,23.575169,83.364296,1,0,0,0,1,0,0,0,0,1,0,0,0
15790,27,1.0,48.31817010762891,30.32317835037959,1.0,4,1.0,2015,0.017647053,2,469,0,0,0,0,1,0,1,0,1,75.43055,12.447855,0,1,0,1,0,0,0,0,0,0,0,0,1
13261,1,2.0,64.19629906059468,41.008682303699764,10.0,23,24.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,61.363953,31.334505,0,1,0,1,0,0,0,0,0,0,0,0,1
9986,1,2.0,64.21133908793284,42.028927064302835,1.0,4,16.0,2015,0.007122317,1,264,0,0,1,0,1,0,1,0,1,33.85841,46.732136,0,1,0,1,0,0,0,0,0,0,0,0,1
13249,59,3.0,110.2037442973761,72.58491561232519,1.0,6,1.0,1977,0.019508796,37,7687,11,5,5,0,1,0,1,0,1,19.462162,-44.92584,0,1,0,0,0,1,0,0,0,0,1,0,0
13553,94,2.0,60.622250468032114,39.89350354909985,0.0,23,24.0,1977,0.282797669,33,8667,2,0,6,0,1,0,1,0,1,17.818743,-47.954823,0,1,0,0,0,1,0,0,0,0,1,0,0
13168,52,3.0,79.73484179091106,53.503164987283746,1.0,2,17.0,1977,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,20.137587,-38.16717,0,1,0,0,0,1,0,0,0,0,1,0,0
14224,6,2.0,68.36808781471474,44.63217286872854,1.0,6,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,54.666996,1.4259166,0,1,0,1,0,0,0,0,0,0,0,0,1
11844,38,1.0,47.00201199705968,29.49890839698436,1.0,11,22.0,2017,0.060753049,15,2787,2,0,7,0,1,0,1,0,1,30.702024,6.8077416,0,1,0,1,0,0,0,0,0,0,0,0,1
14578,9,1.0,39.566938901267726,24.05634962719007,8.0,6,15.0,2009,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,38.973686,-29.252104,0,1,0,0,0,1,0,0,0,0,1,0,0
6770,74,2.0,81.33754907072266,52.75455356083809,1.0,13,1.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,-3.76816,40.293472,1,0,0,0,1,0,0,0,0,1,0,0,0
1003,30,1.0,40.4047165965526,25.367222143910503,1.0,17,17.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,-68.75256,19.488783,1,0,0,0,1,0,0,0,0,0,0,1,0
14134,30,2.0,64.85408218338243,42.43145759393822,1.0,5,17.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,28.773235,-36.42916,0,1,0,0,0,1,0,0,0,0,1,0,0
14712,12,3.0,81.59660202522781,54.669129022493514,1.0,9,17.0,2014,0.090799103,74,19083,2,5,15,0,1,0,1,0,1,-0.062084198,-99.88287,0,1,1,0,0,0,0,1,0,0,0,0,0
7602,1,2.0,65.7304188727696,42.980280715050384,1.0,12,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,13.327945,56.34944,1,0,0,1,0,0,0,0,0,1,0,0,0
3009,9,1.0,44.79205767296403,28.22719491221029,0.0,2,2.0,1977,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,-49.057903,17.858137,1,0,0,0,1,0,0,0,0,0,0,1,0
16708,74,1.0,54.56075678928648,34.23272127826547,1.0,5,16.0,2018,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,66.1351,-10.252989,0,1,0,1,0,0,0,0,0,0,0,0,1
15599,6,2.0,61.443165244106034,40.29530364404811,1.0,5,17.0,2016,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,61.889294,-5.9974446,0,1,0,1,0,0,0,0,0,0,0,0,1
6206,59,2.0,78.53043555955044,51.10885736733896,0.0,7,0.0,1977,0.019508796,37,7687,11,5,5,0,1,0,1,0,1,-32.371616,-12.158933,1,0,0,0,1,0,0,0,1,0,0,0,0
10523,53,1.0,38.073661492890366,24.019666909480463,0.0,9,0.0,1977,0.049637257,34,7759,0,1,3,0,1,0,1,0,1,-1.9983228,-28.015553,0,1,0,0,0,1,0,0,1,0,0,0,0
7221,23,3.0,77.14029916443603,51.878281538530324,1.0,21,25.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,0.07067196,38.195095,1,0,0,0,1,0,0,0,0,1,0,0,0
6724,58,2.0,64.67383121815176,42.3185718748768,1.0,17,17.0,1977,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,-19.209309,3.5696783,1,0,0,0,1,0,0,0,1,0,0,0,0
14298,58,1.0,44.76168586553168,28.208173969288804,0.0,17,17.0,1977,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,37.61954,-27.377876,0,1,0,0,0,1,0,0,0,0,1,0,0
15218,52,2.0,65.08694185300672,42.689604511639594,0.0,9,17.0,1977,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,34.68421,-43.48433,0,1,0,0,0,1,0,0,0,0,1,0,0
14572,6,3.0,82.78539543057235,55.52594828013911,0.0,5,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,57.287575,-0.704618,0,1,0,1,0,0,0,0,0,0,0,0,1
10673,58,2.0,57.95174099671314,38.2210443667349,0.0,5,0.0,1977,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,13.799344,-9.388806,0,1,0,0,0,1,0,0,1,0,0,0,0
13015,1,2.0,65.0976105413302,42.583972027154154,1.0,6,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,59.87717,32.801186,0,1,0,1,0,0,0,0,0,0,0,0,1
5040,45,3.0,81.73904706914706,54.75833803831755,1.0,12,1.0,1977,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,-28.989697,14.619666,1,0,0,0,1,0,0,0,0,0,0,1,0
3937,1,2.0,61.11146260663723,40.08756833069033,1.0,17,20.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,14.3014965,84.48503,1,0,0,0,1,0,0,0,0,1,0,0,0
37,27,1.0,34.885401584351555,21.910642352054822,1.0,23,25.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,41.48892,70.97947,1,0,0,0,1,0,0,0,0,1,0,0,0
960,27,2.0,59.46367829288154,38.15709924610288,9.0,19,19.0,1977,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,-38.31572,57.579018,1,0,0,0,1,0,0,0,0,1,0,0,0
5905,62,1.0,49.83759525972453,31.274748294178927,1.0,6,1.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,5.1989446,69.17815,1,0,0,0,1,0,0,0,0,1,0,0,0
8146,1,3.0,82.2888123570291,55.10263938371203,1.0,16,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,18.433874,53.99281,1,0,0,1,0,0,0,0,0,1,0,0,0
11286,1,2.0,62.16728312575921,40.861110697930954,0.0,11,22.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,45.20347,40.459183,0,1,0,1,0,0,0,0,0,0,0,0,1
8275,1,1.0,44.80608996300601,28.123668949585326,1.0,8,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,19.42369,53.5916,0,1,0,1,0,0,0,0,0,1,0,0,0
6594,23,2.0,53.148626936761005,35.10068557413149,1.0,11,12.0,1977,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,4.9725304,62.928677,1,0,0,0,1,0,0,0,0,1,0,0,0
15777,27,1.0,41.22307894813133,25.87973769350847,1.0,13,17.0,2015,0.011654127,4,915,0,0,0,0,1,0,1,0,1,73.72736,11.214381,0,1,0,1,0,0,0,0,0,0,0,0,1
2330,74,2.0,81.5008530277793,52.96913984285587,0.0,3,0.0,1977,0.309479124,35,7715,4,0,6,0,1,0,1,0,1,-58.815735,-7.542611,1,0,0,0,1,0,0,0,0,0,0,1,0
16721,23,2.0,53.714873668494164,35.567622709315316,0.0,3,1.0,1977,0.005767451,1,388,0,0,0,0,1,0,1,0,1,79.19314,6.9802346,0,1,0,1,0,0,0,0,0,0,0,0,1
1474,74,1.0,48.03187756107896,30.2561959621149,0.0,7,0.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,-35.358524,57.413395,1,0,0,0,1,0,0,0,0,1,0,0,0
12716,48,3.0,105.62227284941879,69.71567883403561,1.0,23,1.0,2015,0.041124634,46,9515,5,1,10,0,1,0,1,0,1,-5.207826,-49.220478,0,1,0,0,0,1,0,1,0,0,0,0,0
16394,23,1.0,53.77527789755955,33.74079964341213,1.0,3,4.0,1977,0.014072961,2,475,0,0,0,0,1,0,1,0,1,78.102005,8.361301,0,1,0,1,0,0,0,0,0,0,0,0,1
1097,23,1.0,37.917888985277045,23.809797346093816,1.0,10,12.0,2013,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,37.285862,78.30203,1,0,0,0,1,0,0,0,0,1,0,0,0
2903,25,3.0,97.35372732075814,64.53733925399246,1.0,23,24.0,1977,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,-38.83962,-73.09014,1,0,1,0,0,0,1,0,0,0,0,0,0
1556,34,2.0,63.279709227873184,41.44547550543134,1.0,15,1.0,1977,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,-41.67642,-72.72876,1,0,1,0,0,0,1,0,0,0,0,0,0
12127,6,3.0,77.01361757906628,50.78811905216414,10.0,16,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,41.342304,13.142745,0,1,0,1,0,0,0,0,0,0,0,0,1
8999,62,3.0,106.97734154831065,70.56431731015294,1.0,12,12.0,2017,0.072157581,2,629,1,0,0,0,1,0,1,1,0,24.507761,48.39383,0,1,0,1,0,0,0,0,0,0,0,0,1
7239,6,1.0,41.236986046787294,25.888447288099698,1.0,23,25.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,-0.16203529,37.54857,1,0,0,0,1,0,0,0,0,1,0,0,0
9095,27,2.0,64.99957793764446,42.63489113802149,0.0,12,17.0,1977,0.011654127,4,915,0,0,0,0,1,0,1,0,1,24.929146,47.11475,0,1,0,1,0,0,0,0,0,0,0,0,1
12482,116,2.0,38.8503097301713,25.584512852147213,6.0,5,9.0,1965,0.341071945,27,5664,48,3,11,0,1,0,1,0,1,26.733467,-18.024918,0,1,0,0,0,1,0,0,0,0,1,0,0
1254,1,1.0,38.93122519029418,24.44441911362745,1.0,16,17.0,2017,0.007122317,1,264,0,0,1,0,1,0,1,0,1,36.061512,79.17114,1,0,0,0,1,0,0,0,0,1,0,0,0
13845,27,1.0,42.56705826555818,26.72143122595228,1.0,17,25.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,63.16681,26.1851,0,1,0,1,0,0,0,0,0,0,0,0,1
4483,62,1.0,41.951461691916414,21.843343309007494,41.0,13,17.0,2018,0.072157581,2,629,1,0,0,0,1,0,1,1,0,10.548496,80.43217,1,0,0,0,1,0,0,0,0,1,0,0,0
1438,74,1.0,46.66944514059817,29.290631849451803,1.0,8,17.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,-35.543568,57.576393,1,0,0,0,1,0,0,0,0,1,0,0,0
10260,6,2.0,66.36818566355153,43.49200869661167,0.0,19,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,23.420649,26.676155,0,1,0,1,0,0,0,0,0,0,0,0,1
4392,1,1.0,50.12441454430577,31.45437452330453,1.0,18,24.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,10.705636,82.569756,1,0,0,0,1,0,0,0,0,1,0,0,0
1551,1,2.0,62.54237329334708,40.98370434624621,1.0,15,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,33.95433,80.80132,1,0,0,0,1,0,0,0,0,1,0,0,0
16117,30,2.0,60.33083492716742,39.598684863112624,1.0,24,22.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,45.14106,-45.66185,0,1,0,0,0,1,0,0,0,0,1,0,0
2800,94,1.0,95.54018220411035,59.89689399854102,1.0,16,17.0,1977,0.282797669,33,8667,2,0,6,0,1,0,1,0,1,-57.196285,-11.921132,1,0,0,0,1,0,0,0,0,0,0,1,0
2506,23,2.0,57.40850587975816,37.76851870878047,1.0,8,17.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,-29.630262,54.59929,1,0,0,0,1,0,0,0,0,1,0,0,0
12457,30,2.0,62.31742242943879,40.842824434766804,1.0,3,1.0,2015,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,16.37576,-30.228592,0,1,0,0,0,1,0,0,0,0,1,0,0
10746,6,1.0,40.395733335293706,25.361596199519973,1.0,2,17.0,2016,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,26.896719,24.939701,0,1,0,1,0,0,0,0,0,0,0,0,1
6797,48,1.0,48.68812559492853,30.554870264767352,1.0,21,21.0,2015,0.041124634,46,9515,5,1,10,0,1,0,1,0,1,-32.79641,-37.301315,1,0,1,0,0,0,1,0,0,0,0,0,0
384,9,1.0,43.56772746219283,27.348120029866084,1.0,14,1.0,1977,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,-69.83633,27.138607,1,0,0,0,1,0,0,0,0,0,0,1,0
16012,23,1.0,37.41819826860562,23.609170148494954,0.0,5,7.0,1977,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,77.515785,11.750013,0,1,0,1,0,0,0,0,0,0,0,0,1
1110,62,1.0,42.167966021879465,26.471491843703454,1.0,9,17.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,35.646786,75.981804,1,0,0,0,1,0,0,0,0,1,0,0,0
6000,23,1.0,31.308243279063888,19.670376470692283,1.0,2,17.0,2017,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,2.2529056,67.91145,1,0,0,0,1,0,0,0,0,1,0,0,0
5312,23,1.0,44.840428628910644,28.14517421579732,1.0,6,25.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,-13.314432,46.259933,1,0,0,0,1,0,0,0,0,1,0,0,0
3862,1,2.0,64.9669857639587,42.61447964697852,0.0,8,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,14.96006,84.7192,1,0,0,0,1,0,0,0,0,1,0,0,0
8376,74,2.0,73.51594928855674,47.96843652298814,0.0,6,0.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,8.086628,33.742172,0,1,0,1,0,0,0,0,0,0,0,0,1
12526,6,2.0,64.00979631466471,40.667253362198224,12.0,14,17.0,2016,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,43.44926,11.079595,0,1,0,1,0,0,0,0,0,0,0,0,1
3268,6,3.0,79.24852186919153,53.19859755272411,1.0,16,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,-25.727127,51.624477,1,0,0,0,1,0,0,0,0,1,0,0,0
12695,1,2.0,65.44610341363652,42.80222255595291,1.0,7,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,57.087463,34.968445,0,1,0,1,0,0,0,0,0,0,0,0,1
14761,34,2.0,59.54278915675021,39.10515566989573,1.0,16,17.0,2016,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,-11.650477,-75.16561,0,1,0,0,0,1,0,1,0,0,0,0,0
15771,23,3.0,105.59883863423883,69.7010026949767,1.0,22,25.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,62.706573,-6.6936255,0,1,0,1,0,0,0,0,0,0,0,0,1
12598,1,3.0,87.06207373560154,57.081162738427004,10.0,17,22.0,2015,0.007122317,1,264,0,0,1,0,1,0,1,0,1,56.500374,35.46984,0,1,0,1,0,0,0,0,0,0,0,0,1
9874,27,1.0,31.667379113115143,19.895292364017557,1.0,1,14.0,2015,0.017647053,2,469,0,0,0,0,1,0,1,0,1,32.253143,46.287754,0,1,0,1,0,0,0,0,0,0,0,0,1
7582,1,2.0,65.22488168425522,42.663678088458596,1.0,9,24.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,13.089987,56.446426,1,0,0,1,0,0,0,0,0,1,0,0,0
16604,17,3.0,100.00091752309037,66.30750824540591,0.0,4,0.0,1977,0.0,18,3374,5,1,2,0,1,0,1,0,1,58.651405,-23.166061,0,1,0,1,0,0,0,0,0,0,1,0,0
13932,23,2.0,66.93512594874889,43.73475226174236,1.0,17,17.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,53.174747,3.4657135,0,1,0,1,0,0,0,0,0,0,0,0,1
14040,6,2.0,72.89438990777742,47.466858751329625,1.0,25,25.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,53.404366,2.2653608,0,1,0,1,0,0,0,0,0,0,0,0,1
1343,1,1.0,39.07515393260425,24.646871285595743,0.0,10,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,35.515133,79.63292,1,0,0,0,1,0,0,0,0,1,0,0,0
6257,62,1.0,43.83591910863056,27.628394294310613,0.0,9,0.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,5.2300115,66.85444,1,0,0,0,1,0,0,0,0,1,0,0,0
2161,74,2.0,81.57298164117185,52.90199784759475,1.0,7,25.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,-31.299156,55.647575,1,0,0,0,1,0,0,0,0,1,0,0,0
2444,27,2.0,83.06079587516129,52.82294518389603,10.0,4,6.0,2014,0.07542368,11,3097,0,0,0,0,1,0,1,0,1,-38.73092,38.94626,1,0,0,0,1,0,0,0,0,1,0,0,0
9033,1,1.0,40.40739185416471,24.35807192961086,10.0,13,17.0,2017,0.007122317,1,264,0,0,1,0,1,0,1,0,1,26.173828,51.08147,0,1,0,1,0,0,0,0,0,0,0,0,1
9219,62,3.0,127.39423249510794,83.35079760765586,1.0,5,12.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,26.588617,47.48073,0,1,0,1,0,0,0,0,0,0,0,0,1
15530,27,2.0,66.65192701612627,42.54656770227595,10.0,3,10.0,2017,0.017647053,2,469,0,0,0,0,1,0,1,0,1,74.25834,14.293828,0,1,0,1,0,0,0,0,0,0,0,0,1
13771,27,2.0,57.79582814583778,38.01108691061475,1.0,9,15.0,2015,0.011654127,4,915,0,0,0,0,1,0,1,0,1,61.863567,26.04838,0,1,0,1,0,0,0,0,0,0,0,0,1
9820,23,1.0,39.727421233001316,24.943052575477896,1.0,14,17.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,18.374315,29.246492,0,1,0,1,0,0,0,0,0,0,0,0,1
13661,35,1.0,45.778758556743526,28.73282182414557,1.0,11,17.0,1977,0.089039719,33,7976,5,0,11,0,1,0,1,0,1,20.60556,-46.82837,0,1,0,0,0,1,0,0,0,0,1,0,0
10264,27,1.0,37.124176361415635,23.312719174234584,1.0,3,19.0,1977,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,21.956276,26.421066,0,1,0,1,0,0,0,0,0,0,0,0,1
6924,27,2.0,67.3047933486833,43.96626375574052,1.0,8,1.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,6.279885,59.214596,1,0,0,0,1,0,0,0,0,1,0,0,0
16487,58,1.0,53.40025777732657,33.505935902844506,1.0,7,9.0,2016,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,50.886177,-39.660763,0,1,0,0,0,1,0,0,0,0,1,0,0
7810,25,2.0,61.05637131013992,40.165380281400154,0.0,21,1.0,1977,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,-27.977182,-74.880325,1,0,1,0,0,0,1,0,0,0,0,0,0
5688,45,2.0,73.10887638981626,47.60118513744868,1.0,8,17.0,2014,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,-23.941801,13.225645,1,0,0,0,1,0,0,0,1,0,0,0,0
7883,1,2.0,66.12617329876386,43.228129723198165,1.0,13,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,15.965914,54.963474,1,0,0,1,0,0,0,0,0,1,0,0,0
1613,3,2.0,61.290380030671976,39.076479285411104,11.0,3,16.0,2003,0.050900058,43,10621,1,2,3,0,1,0,1,0,1,-53.53637,-37.67032,1,0,1,0,0,0,1,0,0,0,0,0,0
877,27,1.0,45.72326456761507,28.69806761987079,1.0,10,17.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,37.053738,74.53599,1,0,0,0,1,0,0,0,0,1,0,0,0
5170,34,2.0,65.42378286805139,42.7882438744241,1.0,15,25.0,2017,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,-33.55727,-74.253136,1,0,1,0,0,0,1,0,0,0,0,0,0
11318,6,3.0,77.24815476069054,51.94582823112311,1.0,6,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,32.60537,22.163599,0,1,0,1,0,0,0,0,0,0,0,0,1
11280,57,2.0,53.144289244476255,35.2102829696469,0.0,15,17.0,1977,0.407276235,9,1768,0,0,0,1,0,0,1,1,0,31.812075,21.247171,0,1,0,1,0,0,0,0,0,0,0,0,1
8796,27,1.0,46.26376003365632,29.036563556663275,1.0,11,1.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,23.142616,49.07908,0,1,0,1,0,0,0,0,0,0,0,0,1
